index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
139,RIE03     ,0,11/3/2025 21:07,UMCOMP,D,"Problem:, ALARM: Poor quality chuck seal:, PrC:, Dirty wafer, Act:, recovered wafers IP. ran 2 dummies, same, recipe with no issues..............., Problem:, ALARM: Poor quality chuck seal:, PrC:, Dirty wafer, Act:, recovered wafers IP. ran 2 dummies, same, recipe with no issues..............., Problem:, ALARM: Poor quality chuck seal:, PrC:, Dirty wafer, Act:, recovered wafers IP. ran 2 dummies, same, recipe with no issues...............",ALARM: Poor quality chuck seal; Dirty wafer,Recovered wafers in-process (IP); ran 2 dummy wafers with same recipe; no issues observed,Chuck seal issues
140,RIE03     ,0,11/5/2025 8:53,UMCOMP,D,"Problem: Poor quality chuck sea;, Helium flow = 5.30sccm,limit is 5.00, PRC: Possibly dirty wafer., Action: Testrun is completed without any, further issues. RTP., Problem: Poor quality chuck sea;, Helium flow = 5.30sccm,limit is 5.00, PRC: Possibly dirty wafer., Action: Testrun is completed without any, further issues. RTP., Problem: Poor quality chuck sea;, Helium flow = 5.30sccm,limit is 5.00, PRC: Possibly dirty wafer., Action: Testrun is completed without any, further issues. RTP.",Poor quality chuck seal; helium flow 5.30 sccm (limit 5.00); possibly dirty wafer.,Performed test run; completed without any further issues on RTP.,Chuck seal issues
141,RIE03     ,0,11/10/2025 22:13,UMCOMP,D,"PROBLEM:, RF1-RF/DC Voltagw is out of compliance, PRC:, recipe, Act:, Ran 2 dummies same recipe N202_1.6sccm_, 115S wirh no issues. RTP, PROBLEM:, RF1-RF/DC Voltagw is out of compliance, PRC:, recipe, Act:, Ran 2 dummies same recipe N202_1.6sccm_, 115S wirh no issues. RTP, PROBLEM:, RF1-RF/DC Voltagw is out of compliance, PRC:, recipe, Act:, Ran 2 dummies same recipe N202_1.6sccm_, 115S wirh no issues. RTP",RF1-RF/DC Voltage is out of compliance,Ran 2 dummy wafers using same recipe N202_1.6sccm_ 115S with no issues,RF voltage is out of compliance
142,RIE03     ,0,11/11/2025 9:07,UMCOMP,D,"just dummy wafer. next wafer ok,, just dummy wafer. next wafer ok,, just dummy wafer. next wafer ok,",,,
143,RIE03     ,0,11/13/2025 0:21,UMCOMP,D,"Problem:, PM2 Helium took too long to stabilize., PRC:, Unknown, Act:, recovered wafers IP. ran 2 dummies, same, recipe TMR-FLTR-RIE with no issues, Problem:, PM2 Helium took too long to stabilize., PRC:, Unknown, Act:, recovered wafers IP. ran 2 dummies, same, recipe TMR-FLTR-RIE with no issues, Problem:, PM2 Helium took too long to stabilize., PRC:, Unknown, Act:, recovered wafers IP. ran 2 dummies, same, recipe TMR-FLTR-RIE with no issues",PM2 Helium took too long to stabilize.,Recovered wafers IP and ran 2 dummy wafers using recipe TMR-FLTR-RIE with no issues.,helium took too long to stabilize
144,RIE03     ,0,11/13/2025 5:29,UMCOMP,D,"Problem:, RF1 RF/DC voltage is out of compliance., PRC:, Recipe, ACT:, Recovered the wafers IP and ran 2 dummie,  with no issues......................., Problem:, RF1 RF/DC voltage is out of compliance., PRC:, Recipe, ACT:, Recovered the wafers IP and ran 2 dummie,  with no issues......................., Problem:, RF1 RF/DC voltage is out of compliance., PRC:, Recipe, ACT:, Recovered the wafers IP and ran 2 dummie,  with no issues.......................",RF1 RF/DC voltage is out of compliance.,Recovered the wafers in-process (IP) and ran 2 dummy wafers with no issues.,RF voltage is out of compliance
145,RIE03     ,0,11/25/2025 8:26,UMCOMP,D,"Slot4  : Wfr inside the chamber,           ===================, See previous MESA comments for more, detail., All dummy TestRun WFs are done, no, alarm., Back to production., Alarmedfor poor quality chuck seal:, helium flow=6.06sccm, limit is 5.00, Slot1-3: Process done, Slot4  : Wfr inside the chamber,           ===================, See previous MESA comments for more, detail., All dummy TestRun WFs are done, no, alarm., Back to production., Alarmedfor poor quality chuck seal:, helium flow=6.06sccm, limit is 5.00, Slot1-3: Process done, Slot4  : Wfr inside the chamber,           ===================, See previous MESA comments for more, detail., All dummy TestRun WFs are done, no, alarm., Back to production., Alarmedfor poor quality chuck seal:, helium flow=6.06sccm, limit is 5.00, Slot1-3: Process done","Alarm for poor quality chuck seal: helium flow=6.06 sccm, limit is 5.00; wafer in Slot4 remains inside the chamber.","Refer to previous MESA comments for more detail; perform all dummy TestRun wafers, confirming no alarm; return tool back to production; complete processing for wafers in Slot1-3.",Chuck seal issues
146,RIE03     ,0,11/27/2025 2:16,UMCOMP,D,"PROBLEM:, Poor quality chuck seal: Helium flow =, 8.71 sccm,limit is 5.00., PRC:, Possible dirty wafer, Act:, Recovered wafers IP. ran 2 dummies with, no further issues......................., PROBLEM:, Poor quality chuck seal: Helium flow =, 8.71 sccm,limit is 5.00., PRC:, Possible dirty wafer, Act:, Recovered wafers IP. ran 2 dummies with, no further issues......................., PROBLEM:, Poor quality chuck seal: Helium flow =, 8.71 sccm,limit is 5.00., PRC:, Possible dirty wafer, Act:, Recovered wafers IP. ran 2 dummies with, no further issues.......................","Poor quality chuck seal: Helium flow = 8.71 sccm, limit is 5.00; possible dirty wafer",Recovered wafers in IP and ran 2 dummy wafers with no further issues,Chuck seal issues
147,RIE03     ,0,11/27/2025 6:56,UMCOMP,D,"Problem:Wafer backside pressure., PRC:Wafer dirty., Action:Unloaded the wafer.OP will run, clean wafers to test.., Problem:Wafer backside pressure., PRC:Wafer dirty., Action:Unloaded the wafer.OP will run, clean wafers to test.., Problem:Wafer backside pressure., PRC:Wafer dirty., Action:Unloaded the wafer.OP will run, clean wafers to test..",Wafer backside pressure; wafer dirty,Unloaded the wafer; operator will run clean wafers to test,Backside issues
148,RIE03     ,0,11/27/2025 11:59,UMCOMP,D,"Tool is comp'ed as per Oper. test runis, Ok, Tool is comp'ed as per Oper. test runis, Ok, Tool is comp'ed as per Oper. test runis, Ok",,Tool is compensated as per operator test runs; tests performed and confirmed OK.,
149,RIE03     ,0,12/1/2025 21:59,UMCOMP,D,"Problem:, ALARM:Poor quality chuch seal:, PRC:, Unknown, Act:, Recovered the wafers IP. Ran 2 dummies, with no further issues, Problem:, ALARM:Poor quality chuch seal:, PRC:, Unknown, Act:, Recovered the wafers IP. Ran 2 dummies, with no further issues, Problem:, ALARM:Poor quality chuch seal:, PRC:, Unknown, Act:, Recovered the wafers IP. Ran 2 dummies, with no further issues",ALARM: Poor quality chuck seal; PRC: Unknown,Recovered the wafers in IP and ran 2 dummy wafers with no further issues,Chuck seal issues
150,RIE03     ,0,12/3/2025 2:39,UMCOMP,D,"Problem:, ALARM: Helium took too long to stabilize, PRC:, unknown, Act:, wafer slid off the lift pins. Vent PM, and retrieve wafer. Ran 2 dummies after, pump down with no issues..............., Tool was vented. Will need qual, Problem:, ALARM: Helium took too long to stabilize, PRC:, unknown, Act:, wafer slid off the lift pins. Vent PM, and retrieve wafer. Ran 2 dummies after, pump down with no issues..............., Tool was vented. Will need qual, Problem:, ALARM: Helium took too long to stabilize, PRC:, unknown, Act:, wafer slid off the lift pins. Vent PM, and retrieve wafer. Ran 2 dummies after, pump down with no issues..............., Tool was vented. Will need qual",ALARM: Helium took too long to stabilize; wafer slid off the lift pins,Vent PM and retrieve wafer; run 2 dummy wafers; pump down with no issues; vent tool; note that tool will need qualification,helium took too long to stabilize
151,RIE03     ,0,12/7/2025 1:08,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issues (RTP).,
152,RIE03     ,0,12/9/2025 7:50,UMCOMP,D,"Problem:Helium back side pressure issue., PRC:Wafer placement., Action:When checking found the robot, arm dragging the wafer on put.We adjuste, d the Z from 0.366 to 0.346.Tested and, no more dragging observed.Same counts, were adjusted on the get.Transfer cycle, completed w/o issues.Tool is ready for, full quals.Chamber was vented.,                              Von/Ajit,, Problem:Helium back side pressure issue., PRC:Wafer placement., Action:When checking found the robot, arm dragging the wafer on put.We adjuste, d the Z from 0.366 to 0.346.Tested and, no more dragging observed.Same counts, were adjusted on the get.Transfer cycle, completed w/o issues.Tool is ready for, full quals.Chamber was vented.,                              Von/Ajit,, Problem:Helium back side pressure issue., PRC:Wafer placement., Action:When checking found the robot, arm dragging the wafer on put.We adjuste, d the Z from 0.366 to 0.346.Tested and, no more dragging observed.Same counts, were adjusted on the get.Transfer cycle, completed w/o issues.Tool is ready for, full quals.Chamber was vented.,                              Von/Ajit,",Helium back side pressure issue related to wafer placement; robot arm dragging the wafer during placement (put).,Checked wafer placement and identified robot arm dragging on put; adjusted Z from 0.366 to 0.346; tested and confirmed no more dragging; applied same Z count adjustment on get; completed transfer cycle without issues; declared tool ready for full qualifications; vented chamber.,Backside issues
153,RIE03     ,0,12/9/2025 16:16,UMCOMP,D,"Problem:Etch rate failed, PRC:Conditioning., Action:Ran 4 altic conditioning,Tool, ready for quals.., Problem:Etch rate failed, PRC:Conditioning., Action:Ran 4 altic conditioning,Tool, ready for quals.., Problem:Etch rate failed, PRC:Conditioning., Action:Ran 4 altic conditioning,Tool, ready for quals..",Etch rate failed during PRC: Conditioning.,Ran 4 ALTIC conditioning steps; tool is ready for quals.,Etch Rate issues
154,RIE03     ,0,12/10/2025 7:08,UMCOMP,D,"Prolem:Etch rate failed., PRC:Conditioning., Action:EE re-checked the recipe.Tool is, ready for re-qual.., Prolem:Etch rate failed., PRC:Conditioning., Action:EE re-checked the recipe.Tool is, ready for re-qual.., Prolem:Etch rate failed., PRC:Conditioning., Action:EE re-checked the recipe.Tool is, ready for re-qual..",Etch rate failed during PRC: Conditioning.,EE re-checked the recipe; tool is ready for re-qualification.,Etch Rate issues
155,RIE03     ,0,12/23/2025 0:48,UMCOMP,D,"Problem:, N2 (Gas#2) is out of compliance., PRc:, MFC out of cal, ACT:, Replaced the MFC. Ran 3 dummies to test., O.K. NEW MFC. WILL need qual, Problem:, N2 (Gas#2) is out of compliance., PRc:, MFC out of cal, ACT:, Replaced the MFC. Ran 3 dummies to test., O.K. NEW MFC. WILL need qual, Problem:, N2 (Gas#2) is out of compliance., PRc:, MFC out of cal, ACT:, Replaced the MFC. Ran 3 dummies to test., O.K. NEW MFC. WILL need qual",N2 (Gas#2) is out of compliance; MFC out of calibration,Replaced the MFC; ran 3 dummies to test; confirmed new MFC is OK; note that it will need qualification,MFC issues
156,RIE03     ,0,12/29/2025 22:02,UMCOMP,D,"Problem:, RF1 RF/DC voltage is out of cpmpliance, PRC:, Unknown, Act:, recovered the wafers IP. ran 2 dummies, same recipe that failed with no further, issues, Problem:, RF1 RF/DC voltage is out of cpmpliance, PRC:, Unknown, Act:, recovered the wafers IP. ran 2 dummies, same recipe that failed with no further, issues, Problem:, RF1 RF/DC voltage is out of cpmpliance, PRC:, Unknown, Act:, recovered the wafers IP. ran 2 dummies, same recipe that failed with no further, issues",RF1 RF/DC voltage is out of compliance,Recovered the wafers in process; ran 2 dummy wafers using the same recipe that failed with no further issues,RF voltage is out of compliance
157,RIE03     ,0,12/31/2025 3:22,UMCOMP,D,"Problem:, Alarm: material was not sensed in casset, te after transfer in, PRC:, Unknown, Act:, recovered wafers IP. Ran 2 dummies to, test with no issues.................., Problem:, Alarm: material was not sensed in casset, te after transfer in, PRC:, Unknown, Act:, recovered wafers IP. Ran 2 dummies to, test with no issues.................., Problem:, Alarm: material was not sensed in casset, te after transfer in, PRC:, Unknown, Act:, recovered wafers IP. Ran 2 dummies to, test with no issues..................",Alarm: material was not sensed in cassette after transfer in (repeated multiple times),Recovered wafers in process. Ran 2 dummy wafers to test; no issues observed.,Material or wafer was not detected
158,RIE03     ,0,12/31/2025 9:21,UMCOMP,D,"THE TEST RECIPE IS NO GOOD., WILL DISCUSS THIS ISSUE WITH ME., THE TOOL IS OK TO RUN NORMAL PRODUCTION, THE TEST RECIPE IS NO GOOD., WILL DISCUSS THIS ISSUE WITH ME., THE TOOL IS OK TO RUN NORMAL PRODUCTION, THE TEST RECIPE IS NO GOOD., WILL DISCUSS THIS ISSUE WITH ME., THE TOOL IS OK TO RUN NORMAL PRODUCTION",The test recipe is no good.,Will discuss this issue with responsible person; tool approved to run normal production.,
159,RIE03     ,0,1/2/2026 13:36,UMCOMP,D,"talking to Sam Li (ME). the tool need, to get etch rate qual., talking to Sam Li (ME). the tool need, to get etch rate qual., talking to Sam Li (ME). the tool need, to get etch rate qual.",Tool needs etch rate qualification,Talked to Sam Li (ME) about needing to get etch rate qualification,
160,RIE03     ,0,1/3/2026 16:17,UMCOMP,D,"Problem:, Low etch rate and TIMS trace is not, normal per SL., Action:, Replaced 200 sccm N2 MFC., Performed N2O2 and Slim Etch rate quals, Also checked TIM data about N2 MFC flow,, it is stable than old MFC., Quals test results:, N2O2_100S Qual (SLIM34) PASSED,     B - 998.39,     A - 923.11,     D =  75.28, SPEC LIMIT : 86+/-13  (73-99), ETCHRATE     (SLIM29)  PASSED,    B =  923.97,    A =  816.15,    D =  107.82,   ER =   26.955, Problem:, Low etch rate and TIMS trace is not, normal per SL., Action:, Replaced 200 sccm N2 MFC., Performed N2O2 and Slim Etch rate quals, Also checked TIM data about N2 MFC flow,, it is stable than old MFC., Quals test results:, N2O2_100S Qual (SLIM34) PASSED,     B - 998.39,     A - 923.11,     D =  75.28, SPEC LIMIT : 86+/-13  (73-99), ETCHRATE     (SLIM29)  PASSED,    B =  923.97,    A =  816.15,    D =  107.82,   ER =   26.955, Problem:, Low etch rate and TIMS trace is not, normal per SL., Action:, Replaced 200 sccm N2 MFC., Performed N2O2 and Slim Etch rate quals, Also checked TIM data about N2 MFC flow,, it is stable than old MFC., Quals test results:, N2O2_100S Qual (SLIM34) PASSED,     B - 998.39,     A - 923.11,     D =  75.28, SPEC LIMIT : 86+/-13  (73-99), ETCHRATE     (SLIM29)  PASSED,    B =  923.97,    A =  816.15,    D =  107.82,   ER =   26.955",Low etch rate and TIMS trace not normal per spec limit (SL).,"Replaced 200 sccm N2 MFC. Performed N2O2 and SLIM etch rate qualifications. Checked TIM data for N2 MFC flow and confirmed it is more stable than the old MFC. Verified quals: N2O2_100S Qual (SLIM34) PASSED (B=998.39, A=923.11, D=75.28, spec limit 73–99) and ETCHRATE (SLIM29) PASSED (B=923.97, A=816.15, D=107.82, ER=26.955).",Etch Rate issues
161,RIE03     ,0,1/5/2026 12:48,UMCOMP,D,"ready for production as per Sam (ME), ready for production as per Sam (ME), ready for production as per Sam (ME)",,Marked as ready for production as per Sam (ME).,
162,RIE03     ,0,1/5/2026 22:20,UMCOMP,D,"Problem: RF2 reflected power out of, compliance., Action: Set match controllers to 50/50., Tested with recipe PMR-MIX2. Reflected, power 0W. Qual as needed., Problem: RF2 reflected power out of, compliance., Action: Set match controllers to 50/50., Tested with recipe PMR-MIX2. Reflected, power 0W. Qual as needed., Problem: RF2 reflected power out of, compliance., Action: Set match controllers to 50/50., Tested with recipe PMR-MIX2. Reflected, power 0W. Qual as needed.",RF2 reflected power out of compliance.,Set match controllers to 50/50. Tested with recipe PMR-MIX2; reflected power measured 0W. Qual as needed.,RF voltage is out of compliance
163,RIE03     ,0,1/6/2026 7:18,UMCOMP,D,"WILL CHANGE N2 MFC LATER IN THE WEEK, TOO MANY PRODUCTION WAFERS., WILL CHANGE N2 MFC LATER IN THE WEEK, TOO MANY PRODUCTION WAFERS., WILL CHANGE N2 MFC LATER IN THE WEEK, TOO MANY PRODUCTION WAFERS.",Too many production wafers to change N2 MFC now.,Plan to change N2 MFC later in the week.,MFC issues
164,RIE03     ,0,1/6/2026 10:53,UMCOMP,D,"replaced new N2 MFC with 100 sccm., ran one dummy wafer on N2O2 qual ok., replaced new N2 MFC with 100 sccm., ran one dummy wafer on N2O2 qual ok., replaced new N2 MFC with 100 sccm., ran one dummy wafer on N2O2 qual ok.",,Replaced N2 MFC with 100 sccm and ran one dummy wafer on N2O2 qualification; result OK. Repeated this replacement and qualification sequence multiple times.,
165,RIE03     ,0,1/7/2026 21:19,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issues (RTP),
166,RIE03     ,0,1/8/2026 14:37,UMCOMP,D,"Problem:Hi reflective power RF2, PRC:Tuning., Action:Stop process and unloaded the, wafers.Tuned the caps load/tune.Test, the failed recipe MPL1024.Process, completed w/o issues...RTM.., Problem:Hi reflective power RF2, PRC:Tuning., Action:Stop process and unloaded the, wafers.Tuned the caps load/tune.Test, the failed recipe MPL1024.Process, completed w/o issues...RTM.., Problem:Hi reflective power RF2, PRC:Tuning., Action:Stop process and unloaded the, wafers.Tuned the caps load/tune.Test, the failed recipe MPL1024.Process, completed w/o issues...RTM..",High reflective power on RF2 during process tuning (PRC: Tuning),Stopped process and unloaded wafers; tuned the capacitors for load/tune; tested the previously failed recipe MPL1024; verified process completed without issues (RTM),RF voltage is out of compliance
